address,type_object,type_permit,number_permit,date_permit,latitude_1,longitude_1,latitude_2,longitude_2
"ул. Инженерная, 7","Производственное здание (поз. 10 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Производственное здание (поз. 11 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Производственное здание (поз. 3 по ПЗУ) - 1 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Производственное здание (поз. 4 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Производственное здание (поз. 6 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Производственное здание (поз. 9 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Складское здание (поз. 1 по ПЗУ) - 1 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Складское здание (поз. 7 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"ул. Инженерная, 7","Складское здание (поз. 8 по ПЗУ) - 2 этап строительства","На строительство",61-310-874901-2015,21.12.2015,47.2717305210163,39.6986195967297,"427296,6339","2202897,38"
"пер. Радиаторный, земельный участок КН 61:44:0081117:60","Производственная база. Цех по производству полиэтиленовой тары","На реконструкцию",61-310-899901-2016,20.12.2016,47.2747767484601,39.6932012450419,"427642,065","2202492,988"
"пер. Радиаторный, 9и","Здание АБК","На строительство",RU61310000-8479-1,08.12.2014,47.2754765767721,39.6920076607917,"427721,3629","2202403,965"
"пер. Радиаторный, 9и","Склад №1","На строительство",RU61310000-8479-1,08.12.2014,47.2754765767721,39.6920076607917,"427721,3629","2202403,965"
"пер. Радиаторный, 9и","Склад №2","На строительство",RU61310000-8479-1,08.12.2014,47.2754765767721,39.6920076607917,"427721,3629","2202403,965"
"ул. Вавилова, 68","Здание склада","На строительство",61-310-908101-2017,29.05.2017,47.2782024948394,39.6859499751429,"428032,0235","2201950,668"
"ул. Днепроградская, 54","Производственная база (Лабораторный корпус - I и II  этапы строительства) /","На строительство",RU61310000-5944-2,21.05.2009,47.2795512972142,39.6875270905752,"428179,9908","2202072,483"
"ул.Вавилова, 70е",Магазин,"На строительство",RU61310000-6900-1,15.12.2008,47.281687332082,39.6853208683095,"428420,2394","2201909,521"
"в районе ул. Вавилова, 84/1","Автоматическая блочная АЗС","На строительство",61-310-905101-2017,06.04.2017,47.2903976525508,39.6787438019063,"429396,908","2201428,147"
"ул. Шеболдаева, 95","Жилой дом (Литер 1)","На строительство",61-310-870401-2015,07.12.2015,47.2592353294988,39.6883872392251,"425920,3045","2202100,048"
"ул. Шеболдаева, 95","Жилой дом (Литер 2)","На строительство",61-310-870401-2015,07.12.2015,47.2592353294988,39.6883872392251,"425920,3045","2202100,048"
"ул. Шеболдаева, 95","Подземная автостоянка (Литер 3)","На строительство",61-310-870401-2015,07.12.2015,47.2592353294988,39.6883872392251,"425920,3045","2202100,048"
"Освобождения ул.,2","Канализационная насосная станция ""Северная-1""","На реконструкцию",RU61310000-8035-1,14.06.2013,47.2522119552178,39.6759969086466,"425155,1373","2201149,186"
"Природная ул., 1в","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",№11,27.02.2009,47.2498044893351,39.6631258758379,"424903,9027","2200170,372"
"Элитная ул., 8","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-111,10.04.2012,47.2531106532505,39.6715429794995,"425260,7097","2200813,723"
"Элитная ул., 6","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-116,10.04.2012,47.2531178674693,39.6718469265652,"425261,1248","2200836,744"
"Элитная ул., 4","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-115,10.04.2012,47.2530717340531,39.6720445100832,"425255,7445","2200851,613"
"Элитная ул., 2","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-110,10.04.2012,47.253061268031,39.6722953888729,"425254,2617","2200870,584"
"Элитная ул., 21","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-125,16.05.2012,47.2532077423966,39.6687830763723,"425275,0209","2200604,995"
"Элитная ул., 11","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-124,16.05.2012,47.2530002207103,39.6704318519413,"425249,8478","2200729,41"
"Элитная ул., 5","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-137,18.06.2012,47.2528688102745,39.6713681797463,"425234,0457","2200800,039"
"Элитная ул., 3","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-143,18.06.2012,47.2528222907459,39.6716318131381,"425228,5383","2200819,908"
"Элитная ул., 1","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-0000000000000123,16.05.2012,47.2527939916708,39.6718560432857,"425225,1068","2200836,828"
"Элитная ул., 22","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-139,18.06.2012,47.2534587379244,39.6689315582615,"425302,7356","2200616,705"
"Доходная ул., 15","индивидуальный одноквартирный двухэтажный жилой дом","На строительство","ул. Доходная, 15",10.04.2012,47.2534383188562,39.6708865596372,"425297,9734","2200764,649"
"Доходная ул., 9","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-113,10.04.2012,47.2533100773816,39.6712812759627,"425283,2136","2200794,286"
"Доходная ул., 7","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-112,10.04.2012,47.2532271161277,39.6716237180545,"425273,5545","2200820,052"
"Элитная ул., 14","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-109,10.04.2012,47.253250750422,39.6706596021145,"425277,4098","2200747,118"
"Элитная ул., 12","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-107,10.04.2012,47.2532040005765,39.6709628685479,"425271,8262","2200769,986"
"Элитная ул., 10","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-108,10.04.2012,47.2531663990273,39.6712398277251,"425267,2932","2200790,88"
"ул.Природная, 2е",Склад,"На строительство",RU61310000-6923-1,30.12.2008,47.2479726674723,39.6594571063142,"424704,9603","2199889,193"
"Армейская ул., 14а","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-227,04.12.2014,47.2480523308829,39.6812147442709,"424686,0899","2201536,434"
"Армейская ул., 44","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",№78,09.10.2008,47.2472480981892,39.6848503069806,"424592,0924","2201810,165"
"Павлодарская ул., 140/157","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",№19,18.04.2008,47.2495509320392,39.6938101057668,"424836,8538","2202492,68"
"Освобождения ул., 69в","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",№17,16.04.2008,47.2494664550139,39.6869264746787,"424836,1005","2201971,436"
"Павлодарская ул., 78","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",№12,07.04.2008,47.2488954056985,39.6891515987283,"424769,8176","2202138,824"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Распределительная камера","На строительство",RU61310000-8483-1,11.12.2014,47.3171724850126,39.6972737075327,"432350,2949","2202878,9"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района",Резервуар-отстойник,"На строительство",RU61310000-8483-1,11.12.2014,47.3171724850126,39.6972737075327,"432350,2949","2202878,9"
"ул. Вавилова в районе военного городка №140 Ростовской на Дону КЭЧ района (с.п. 1-5)","Детское дошкольное учреждение №2 на 160 мест","На строительство",RU61310000-8526-1,17.02.2015,47.3124819664875,39.6769499219711,"431854,3918","2201333,614"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Общеобразовательная школа вместимостью 1340 учащихся в I мкр. на территории военного городка №140","На строительство",61-310-908801-2017,06.06.2017,47.3133670104985,39.677873822813,"431951,6155","2201405,118"
"ул. Петренко, 10 (ул.Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района)","Жилой дом литер ""8"" со встроенно-пристроенными помещениями общественного назначения","На реконструкцию",61-310-904501-2017,30.03.2017,47.3189831195983,39.6788450925217,"432574,7548","2201489,008"
"Вавилова ул., 161","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",№80,16.10.2008,47.3050717542205,39.6766702172987,"431030,9193","2201298,65"
"Первоцветная ул., 4",-,"На строительство",RU61310005-359,17.05.2017,47.3060596450194,39.6769340809331,"431140,413","2201320,445"
"ул. Сосновая, 12","индивидуальный одноквартирный одноэтажный жилой дом","На строительство",RU61310005-215,21.07.2014,47.3063751482996,39.6768190876191,"431175,6347","2201312,338"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ районе","Многоэтажный жилой дом Литер ""8"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-4""","На строительство",61-310-877601-2016,11.02.2016,47.3222050384759,39.6891118590528,"432920,0061","2202271,133"
"Вавилова ул., в районе военного городка №140 Ростовской-на-Донеу КЭЧ района","2 камеры токоограничивающих реакторов 10 кВ (РТ1, РТ2)","На строительство",RU61310000-8223-1,28.01.2014,47.3535546449551,39.6812073695173,"436415,2599","2201731,854"
"Вавилова ул., в районе военного городка №140 Ростовской-на-Донеу КЭЧ района","Здание ЗРУ 10 кВ","На строительство",RU61310000-8223-1,28.01.2014,47.3535546449551,39.6812073695173,"436415,2599","2201731,854"
"Вавилова ул., в районе военного городка №140 Ростовской-на-Донеу КЭЧ района","Здание насосной станции пожаротушения","На строительство",RU61310000-8223-1,28.01.2014,47.3535546449551,39.6812073695173,"436415,2599","2201731,854"
"Вавилова ул., в районе военного городка №140 Ростовской-на-Донеу КЭЧ района","Здание ОПУ (общеподстанционного пункта управления)","На строительство",RU61310000-8223-1,28.01.2014,47.3535546449551,39.6812073695173,"436415,2599","2201731,854"
"Вавилова ул., в районе военного городка №140 Ростовской-на-Донеу КЭЧ района","Здание проходной","На строительство",RU61310000-8223-1,28.01.2014,47.3535546449551,39.6812073695173,"436415,2599","2201731,854"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом со встроенно-пристроенными объектами обслуживания Литер ""29"", в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-877701-2016,15.02.2016,47.3274925158216,39.6848677243929,"433513,1797","2201960,091"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""30"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-882801-2016,21.04.2016,47.3274591281227,39.6859388954788,"433508,1188","2202040,998"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""32"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-882701-2016,21.04.2016,47.3274445114362,39.6868780119758,"433505,3119","2202111,957"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""33"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-883101-2016,26.04.2016,47.3263202295718,39.6868634434951,"433380,3382","2202108,776"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону Кэч района, ЖК ""Суворовский"", квартал 1-1","Многоэтажный жилой дом со встроенно-пристроенными объектами обслуживания Литер ""26""","На строительство",61-310-873801-2015,01.12.2015,47.3249921116188,39.6848354200944,"433235,2382","2201953,016"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""31"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-871901-2015,09.11.2015,47.325048667062,39.6859077044377,"433240,1752","2202034,177"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""25"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-871701-2015,09.11.2015,47.3250674915146,39.6872705415529,"433240,5531","2202137,231"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""17"" со встроенными офисными помещениями","На строительство",61-310-880301-2016,23.03.2016,47.3231489196095,39.6847057808457,"433030,4849","2201939,8"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""14"" со встроенными офисными помещениями - I этап строительства","На строительство",61-310-890601-2016,25.08.2016,47.3238648256341,39.6853235503704,"433109,2973","2201987,826"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Пристроенное отделение связи Литер ""15"" - II этап строительства","На строительство",61-310-890701-2016,25.08.2016,47.3238648256341,39.6853235503704,"433109,2973","2201987,826"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""18"" со встроенными офисными помещениями","На строительство",61-310-872601-2015,17.11.2015,47.3221590764516,39.6847723669001,"432920,3553","2201942,999"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""23"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-3""","На строительство",61-310-877101-2016,09.02.2016,47.3223040335458,39.687605111121,"432932,9053","2202157,412"
"МКР Суворовский, район Северного кладбища","Пожарное депо на 6 автомобилей","На строительство",61-310-902901-2017,27.02.2017,47.3067255742698,39.6814389031561,"431208,7463","2201662,332"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""27"" в г. Ростов-на-Дону, ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-871801-2015,09.11.2015,47.3261433770015,39.6848502934785,"433363,2113","2201956,273"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района, ЖК ""Суворовский"", квартал 1-1","Пристроенный объект обслуживания Литер ""28"", ЖК ""Суворовский"", квартал 1-1","На строительство",61-310-887101-2016,07.07.2016,47.3261433770015,39.6848502934785,"433363,2113","2201956,273"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""1"" со встроенными объектами обслуживания","На строительство",61-310-906201-2017,14.04.2017,47.3237587387956,39.6895156886351,"433092,2315","2202304,529"
"ул. Вавилова, в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""7"" со встроенными объектами обслуживания","На строительство",61-310-904401-2017,30.03.2017,47.3232753550831,39.6891257716585,"433038,981","2202274,161"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""2"" со встроенными объектами обслуживания","На строительство",61-310-907101-2017,10.05.2017,47.3237162959486,39.6920815099115,"433084,2948","2202498,412"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""3"" со встроенными объектами обслуживания","На строительство",61-310-906601-2017,27.04.2017,47.3231758424659,39.6922067403633,"433024,053","2202506,882"
"ул. Вавилова в районе военного городка №140 Ростовской-на-Дону КЭЧ района","Многоэтажный жилой дом Литер ""5"" со встроенными объектами обслуживания","На строительство",61-310-907001-2017,05.05.2017,47.3233566233195,39.6905687496156,"433046,2048","2202383,393"
"Вавилова ул., 149а","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",№89,01.12.2008,47.3026325520674,39.6754093236425,"430761,3418","2201198,75"
"Нансена ул., 93","Многоэтажный жилой комлекс со встроенными помещениями и подземным гаражом-стоянкой","На строительство",RU61310000-8378-1,09.07.2014,47.2460817813589,39.6948083666137,"424449,9272","2202561,877"
"ул. Нансена, 85","Офисное здание","На строительство",61-310-884001-2016,16.05.2016,47.2457799413809,39.6911718605613,"424420,9249","2202286,021"
"ул. Нансена, 85","Офисное здание","На строительство",61-310-884001-2016,16.05.2016,47.2457799413809,39.6911718605613,"424420,9249","2202286,021"
"Армейская ул., 70","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-147,17.07.2012,47.2469823440896,39.6871717739158,"424559,6246","2201985,415"
"Армейская ул., 71а","индивидуальный одноквартирный жилой дом с пристройкой холодной веранды","На строительство",RU61310005-229,26.12.2014,47.2469991450436,39.6873701352904,"424561,2429","2202000,463"
"ул. Текучева, 178","Объект сферы торговли (магазин) со встроенным предприятием общественного питания","На строительство",61-310-907301-2017,12.05.2017,47.2318968054705,39.6932760302307,"422874,8536","2202419,793"
"Текучёва ул., 198а","индивидуальный одноквартирный трехэтажный жилой дом","На строительство",RU61310005-351,04.05.2017,47.2325014958965,39.6959119093125,"422938,7819","2202620,504"
"Текучёва ул., 194","индивидуальный одноквартирный одноэтажный жилой дом с пристройкой","На строительство",RU61310005-78,25.04.2011,47.2323868929939,39.6955274361378,"422926,5216","2202591,18"
"Черепахина ул., 195","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-94,12.09.2011,47.2311024576275,39.6952201141507,"422784,111","2202565,55"
"Народного Ополчения ул., 246","индивидуальный одноквартирный двухэтажный жилой дом","На строительство",RU61310005-170,18.04.2013,47.232065672854,39.6980587691208,"422887,6496","2202782,274"
